879730	In that case, they fall behind.	879731	Kumbe wanachelewa!
879752	I've heard that you don't eat green leafy vegetables. You say that it is food for animals.	879753	Nimesikia kuwa hamli mboga za majani kwenu. Mnasema kuwa ni chakula cha wanyama.
879755	That's nothing but a lie!	879757	Huo ni uongo mtupu.
879758	The people there are not so dumb.	879759	Kule watu wanaelewa.
879761	They know what "vitamin" means.	879762	Wanajua maana ya vitamin ni nini.
879765	When you don't eat leafy foods, you can't get vitamins.	879766	Usipokula chakula cha majani huwezi kupata vitamin.
879768	I was quite surprised.	879770	Mimi nilistaajabu sana.
879771	I was surprised that when I heard that people really don't eat leafy vegetables.	879772	Nilistaajabu niliposikia kuwa kweli watu hawali mboga za majani.
879774	That's not true at all.	879777	Hiyo si kweli hata kidogo.
879778	I see that the time is approaching, Yusufu.	879779	Bwana Yusufu, sasa naona wakati unakaribia.
879781	I must hurry to catch the train.	879783	Sina budi nikimbilie gari la moshi.
879784	Fine. I'd be very happy if you would drop me a line as soon as you get to Mwanza.	879785	Vema. Ningefurahi sana kama ungeniandikia barua mara tu ufikapo Mwanza.
879788	Tell me all about the trip you've made.	879790	Unieleze habari zote za safari uliyosafiri.
879791	Tell me how you will take the steamer from Mwanza to Bukoba.	879792	Unieleze jinsi utakavyopanda stima kutoka pale Mwanza mpaka Bukoba.
879794	Good bye, and safe trip.	879796	Kwaheri bwana. Safiri salama!
879797	Good bye, and thanks.	879798	Kwaheri bwana, asante!
879800	You'll see it for yourself.	879801	Wewe mwenyewe utashuhudia.
879803	Ask God that you may visit that country some day.	879805	Omba Mungu uitembelee nchi hiyo siku moja.
879846	"Father, why are you putting on clean clothes?" "Because I'm going to church."	879848	"Baba, kwa nini unavaa nguo safi?" "Kwa sababu ninakwenda kanisani."
879850	"Do you want to go to church with me, Daudi?" "No, father. I don't want to today. I'll go by myself tomorrow."	879853	"Daudi, unataka twende kanisani?" "Hapana, baba. Sitaki leo. Nitakwenda kesho peke yangu."
879854	But your mother is going too.	879855	Lakini mama yako anakwenda pia.
879857	Even if I'm going to stay at home by myself, I'm not going any place at all today.	879859	Ijapokuwa nitakaa nyumbani peke yangu, sitakwenda mahali popote siku ya leo.
879860	I do not want any bananas at all.	879861	Sitaki ndizi zozote.
879864	I do not want any milk at all.	879865	Sitaki maziwa yoyote.
879867	I do not want anybody at all.	879868	Sitaki watu wo wote.
879871	We did not see a single game.	879873	Hatukuona michezo yo yote.
879874	We did not see any children at all.	879875	Hatukuona watoto wo wote.
879877	He does not have any relatives at all.	879879	Yeye hana jamaa ye yote.
879881	He does not have any friends.	879882	Yeye hana rafiki ye yote.
879884	"I shall go to the market this afternoon. How about you?" "No, I will not go."	879887	"Nitakwenda sokoni mchana. Na wewe je?" "La, mimi sitakwenda."
879889	"I shall buy a new house. How about you?" "No, I will not buy one."	879891	"Nitanunua nyumba mpya. Na wewe je?" "La, mimi sitanunua."
879892	"Juma will pay school fees. How about Hamisi?" "No, he will not pay them."	879893	"Juma atalipa ada ya shule. Na Hamisi je?" "La, yeye hatalipa."
879895	"Juma will help his friends. How about Hamisi?" "No, he will not help them."	879896	"Juma atawasaidia rafiki zake. Na Hamisi je?" "La, yeye hatawasaidia."
879898	"My friends will learn Nyamwezi. How about yours?" "No, they will not learn it."	879901	"Rafiki zangu watajifunza Kinyamwezi. Na wako je?" "La, wao hawatajifunza."
879902	"Will you go to the market with Juma?" "No, I shall go alone."	879903	"Utakwenda sokoni na Juma?" "La. Nitakwenda peke yangu."
879906	"Will Juma go to the market with Hasani?" "No, he will go alone."	879908	"Juma atakwenda sokoni na Hasani?" "La. Atakwenda peke yake."
879909	"Will the children stay at home with their mother?" "No, they will stay alone."	879910	"Watoto watakaa nyumbani na mama yao?" "La. Watakaa peke yao."
879912	"Will the porters come with their master?" "No, they will come alone."	879913	"Wachukuzi watakuja na bwana wao?" "La. Watakuja peke yao."
879914	"Do you want this orange?" "No, I don't want any orange at all."	879916	"Wataka chungwa hili?" "Hapana, sitaki chungwa lo lote."
881343	The boy is eating bread.	2597835	Mvulana anakula mkate.
904282	He comes from Genoa.	2576729	Anatoka Genova.
904283	He comes from Geneva.	2576730	Anatoka Geneva.
912290	Fight for your right.	3003545	Kupigana kwa haki yako.
918989	Magdalena and Ania are good friends.	922293	Magdalena na Ania ni marafiki wazuri
1000828	The cat is eating.	2597836	Paka anakula.
1057971	If I had known, I would not have come.	1057973	Kama ningejua, nisingekuja.
1060025	Could you say that again?	1121742	Utaweza kurudia ulichosema?
1064334	Do you know this song?	3653936	Je, unajua wimbo huu?
1079506	You're pretty.	3175749	Wewe ni mzuri.
1098122	My name is John.	3173925	Jina langu ni John.
1098425	That's a tree.	3174199	Ule ni mti.
1108683	See you tomorrow!	1108698	Tutaonana kesho!
1108752	I'm not an idiot.	1108764	Mimi si mjinga.
1108774	They are not coming today.	1108784	Hawaji leo.
1121723	I've lost my keys.	1121730	Nimepoteza funguo zangu.
1121735	Where do you know each other from?	1121736	Mnajuana kutoka wapi?
1163562	You are a student.	3175771	Wewe ni mwanafunzi.
1189413	I can't sleep.	3324340	Siwezi kulala.
1388580	I'm from England.	2576606	Natoka Uingereza.
1422576	He comes from Wales.	2576733	Anatoka Welisi.
1493109	I came yesterday.	3175755	Nilikuja jana.
1565471	I look forward to it.	3610748	Natazamia.
1886643	Where are we now?	3173986	Tuko wapi sasa?
1913088	Listen.	3173539	Sikiliza.
1977717	I want to go.	3335171	Nataka kwenda.
2111330	They're bad.	3173926	Wao ni wabaya.
2231212	I come from America.	2576723	Ninatoka Amerika.
2242972	They're children.	3579709	Wao ni watoto.
2245648	I can walk.	3175772	Ninaweza kutembea.
2247806	I'll save you.	3175815	Nitakuokoa.
2283759	I didn't take anything.	3324334	Sikuchukua chochote.
2308006	I come from Boston.	2576724	Ninatoka Boston.
2317690	Do you want my heart between your teeth?	2324015	Unataka moyo wangu kati ya meno yako?
2345890	Is your mum at home?	2345931	Mamako yupo nyumbani?
2376032	I know it was strange.	3173419	Ninajua kuwa alikuwa wa ajabu.
2387312	I must tell you something.	3653522	Yanipasa kukuambia kitu.
2399188	I have a cat.	3175750	Nina paka.
2412739	I have two cats.	2905260	Nina paka wawili.
2488393	Do not drink the water in the dirty glass!	2489839	Usinywe maji yaliyo bilaurini!
2534999	A promise is a debt.	2432710	Ahadi ni deni.
2629267	I ate the meat.	3324342	Nilikula nyama.
1194034	I'm not a doctor.	2634768	Mimi si daktari.
1122514	I'm a woman.	3324339	Mimi ni mwanamke.
2686464	Children are the flowers of our lives.	3175720	Watoto ni maua ya maisha yetu.
2429354	She is a singer.	2699891	Yeye ni mwimbaji.
2699084	I wrote a book about China.	2699890	Niliandika kitabu kuhusu China.
2713454	What's your nationality?	3077624	Nini uraia wako?
2714672	It's three o'clock.	3175758	Ni saa tisa.
2740801	Jorge speaks four languages.	3172614	Jorge azungumza lugha nne.
2818773	Do you remember her name?	3173531	Je, unakumbuka jina lake?
2828142	I can speak your language.	2831168	Naweza kuzungumza lugha yako.
2858792	I found one.	3206500	Nilipata moja.
2867199	Mary knows me.	3324337	Mary ananijua.
2886135	Emily wrote the sentence.	2906265	Emily aliandika sentensi.
2897826	I hate maths.	3176600	Ninachukia hesabu.
2900385	I'm drinking water in the kitchen.	2905270	Nanywa maji jikoni.
2954242	I'm not a fangirl.	3324343	Mimi si msichana wa shabiki.
2992934	You broke the table you were sitting on.	3208003	Ulivunja meza uliyekuwa ukikaa.
3039923	Don't smoke in bed.	3173038	Usivute sigara kitandani.
3085968	How are you this morning?	3085969	Habari za asubuhi?
3085973	Please bring me eggs.	3085974	Tafadhali, niletee mayai.
3085975	Do you want food?	3085976	Je, unataka chakula?
3085977	Do you want eggs?	3085979	Je, unataka mayai?
5152828	Do you want fruit?	3085981	Je, unataka matunda?
5152828	Do you want fruit?	3086003	Unataka matunda?
3085983	Please bring me fruit.	3085985	Tafadhali, niletee matunda.
3085986	Please bring me porridge.	3085988	Tafadhali, niletee uji.
3085989	What kind of food is there?	3085990	Kuna chakula gani?
3085991	There is gruel.	3085993	Kuna uji.
3085995	Do you want gruel?	3085996	Je, unataka uji?
3085997	Yes, bring me gruel.	3085998	Ndiyo. Niletee uji.
3085999	There is fruit.	3086001	Kuna matunda.
23932	Would you like some fruit?	3085981	Je, unataka matunda?
3086008	Are there any bananas?	3086009	Kuna ndizi?
3086011	He's been drinking beer.	3086012	Yeye amekwisha kunywa pombe.
3086153	I go on foot.	3172552	Naenda kwa miguu.
3094926	Melanie likes music.	3172547	Melanie anapenda muziki.
3100343	She is my teacher.	3172542	Yeye ni mwalimu wangu.
3100447	The man is strong.	3172541	Mtu ni mwenye nguvu.
3105936	I'm not listening to music.	3173103	Sisikilizi muziki.
3107608	My book is here.	3173100	Kitabu changu ni hapa.
3108806	A monarch had six sons.	3173094	Mtawala alikuwa na wana wasita.
3125495	I'm cooking.	3172549	Ninapika.
3125497	You're cooking.	3172550	Unapika.
3125503	She's cooking.	3172878	Anapika.
3125511	They're reading a book.	3172881	Wanasoma kitabu.
3128071	You're reading.	3172882	Unasoma.
3128075	He's reading.	3172896	Anasoma.
3128081	They're writing.	3172897	Wanaandika.
3128083	We're writing.	3172903	Tunaandika.
5160230	You're writing.	3172898	Mnaandika.
5160230	You're writing.	3172899	Unaandika.
3128103	She's cooking now.	3173991	Anapika sasa.
3128104	We're cooking now.	3173994	Tunapika sasa.
3132252	I'm eating a sandwich.	3172905	Ninakula sandwichi.
3138037	The horse is black.	3172977	Farasi ni mweusi.
3138813	Do you eat fish?	3172976	Je, unakula samaki?
3141156	I want to drink tea.	3172974	Ninataka kunywa chai.
3143476	The horse is not white.	3172961	Farasi si mweupe.
3143478	This horse is white.	3172952	Farasi hii ni mweupe.
3143480	This horse is not white.	3172959	Farasi hii si mweupe.
3143495	She's a doctor.	3172551	Yeye ni daktari.
3143546	She's a good woman.	3172876	Yeye ni mwanamke mzuri.
3144650	Their car is not good.	3172875	Gari yao si jizuri.
3144667	She is a good student.	3172869	Yeye ni mwanafunzi mzuri.
3154473	You're not a man.	3208009	Wewe si mtu.
3154474	You're not a woman.	3208007	Wewe si mwanamke.
3154910	I went to the bank.	3172836	Nilikwenda benki.
3154933	My wife went to the farm.	3172838	Mke wangu alikwenda shamba.
3154937	His money is in the bank.	3172589	Fedha zake ni katika benki.
3154996	It surprises me.	3172498	Ananishangaza.
3155020	The girls work.	3324335	Wasichana wanafanya kazi.
3155280	Pua sang at church.	3172835	Pua aliimba kanisani.
3155283	Pua is singing at church.	3173932	Pua anaimba kanisani.
3156412	I finished writing.	3172834	Nilimaliza kuandika.
3164716	He is inside this house.	3172264	Yeye ni ndani ya nyumba hii.
3165947	The birds are red.	3172263	Ndege ni mwekundu.
3165955	The stone is heavy.	3172598	Jiwe ni zito.
3172414	Are you anxious?	3173405	Je, una wasiwasi?
3172725	The man wants to know the truth.	3172743	Mtu anataka kujua ukweli.
3172726	The woman wants to know the truth.	3172745	Mwanamke anataka kujua ukweli.
3172727	The boy wants to know the truth.	3172746	Mvulana anataka kujua ukweli.
3172728	The girl wants to know the truth.	3172742	Msichana anataka kujua ukweli.
770140	Nobody knows the truth.	3172748	Hakuna anayejua ukweli.
3172752	Melanie is not a fortune teller.	3172755	Melanie si mpigaramli.
3172758	Millie is drinking water.	3172760	Millie ananywa maji.
3172770	Millie isn't drinking water.	3172772	Millie hanywi maji.
3172774	It was the truth.	3172795	Ulikuwa ukweli.
3172778	You can tell the truth.	3172793	Unaweza kusema ukweli.
3172811	You can't go there.	3172812	Huwezi kwenda huko.
3173049	Millie loves chocolate.	3173050	Millie anapenda chokoleti.
3173058	Millie will tell us the truth.	3173060	Millie atatusema ukweli.
3173177	Millie is very cute.	3173180	Millie ni mzuri sana.
3173190	I love you, Millie!	3173191	Ninakupenda, Millie!
3173250	Millie has beautiful eyes.	3173251	Millie ana macho mazuri.
3173252	Millie has green eyes.	3173254	Millie ana macho ya kijani.
3173255	Millie has blue eyes.	3173256	Millie ana macho ya bluu.
3173303	She'll pass the exam for sure.	3173426	Atapita mtihani kwa hakika.
3173449	Millie is learning Swahili.	3173452	Millie anajifunza Kiswahili.
3173454	Millie is hungry.	3173457	Millie ana njaa.
3173652	Millie loves him.	3173654	Millie anampenda.
3173657	Millie is going to school.	3173658	Millie anakwenda shule.
3173665	Millie loves me.	3173666	Millie ananipenda.
3173670	Millie has a cat.	3173671	Millie ana paka.
3173672	Millie has a dog.	3173673	Millie ana mbwa.
3173678	Millie is eating bread.	3173679	Millie anakula mkate.
3173830	Millie is listening to music.	3173834	Millie anasikiliza muziki.
3173997	Millie is eating a banana.	3173998	Millie anakula ndizi.
3174120	Millie has a book.	3174122	Millie ana kitabu.
3174126	Millie is reading her book.	3174127	Millie anasoma kitabu chake.
3174145	I'm reading my book.	3174148	Ninasoma kitabu changu.
3174262	I'm going on a trip.	3174263	Ninaenda katika safari.
3175948	Millie is eating an apple.	3175949	Millie anakula tufaha.
3176058	Millie isn't eating an apple.	3176059	Millie hali tufaha.
3176166	I like your body.	3176463	Ninapenda mwili wako.
3176255	You don't have brown eyes.	3176462	Huna macho ya kahawia.
3176257	He doesn't have a gun.	3176447	Yeye hana bunduki.
3176264	Does she have a new computer?	3176433	Je, ana kompyuta npya?
3176267	The girl has a white horse.	3176440	Msichana ana farasi nyeupe.
3176271	She has red flowers.	3176437	Ana maua mekundu.
3176275	The boy has a horse.	3207948	Mvulana ana farasi.
3178859	We didn't come.	3207947	Hatukuja.
3188277	The book isn't new.	3207938	Kitabu si kipya.
3189153	Your cat is black.	3207965	Paka wako ni mweusi.
3189179	I have a Twitter account.	3207960	Nina akaunti ya Twitter.
3189182	My brother has a Twitter account.	3207958	Ndugu yangu ana akaunti ya Twitter.
3198629	I want to go fishing.	3207990	Ninataka kwenda uvuvi.
462766	The library is to the right.	3207984	Maktaba ni upande wa kulia.
3198637	The library is to the left.	3207985	Maktaba ni upande wa kushoto.
3205472	I will say.	3207950	Nitasema.
3206647	She attacked the enemy.	3206648	Alishambulia adui.
3220342	I can read.	3220470	Ninaweza kusoma.
3225874	There are students in the library.	3233248	Kuna wanafunzi maktabani.
3231350	What can we drink?	3233258	Tunaweza kunywa nini?
3264572	I don't want to go to the bank.	3278568	Sitaki kwenda benki.
3294491	The students sit at the desk.	3294812	Wanafunzi wanakaa mezani.
3294771	I'm Tibetan.	3294799	Mimi ni Mtibeti.
3294777	I'm not Tibetan.	3294798	Mimi si Mtibeti.
3324329	That was a very sad story.	3324333	Hiyo ilikuwa hadithi ya kusikitika sana.
3385233	Hamisi uses sugar.	3385248	Hamisi anatumia sukari.
3385234	Hamisi wants sugar.	3385250	Hamisi anataka sukari.
3385235	My friend wants sugar.	3385252	Rafiki yangu anataka sukari.
3385236	My friend wants milk.	3385253	Rafiki yangu anataka maziwa.
3385237	My friend uses sugar.	3385254	Rafiki yangu anatumia sukari.
3385241	Hamisi doesn't want sugar.	3385258	Hamisi hapendi sukari.
3385242	Hamisi doesn't use sugar.	3385259	Hamisi hatumii sukari.
3385243	Hamisi doesn't use milk.	3385260	Hamisi hatumii maziwa.
3385244	My friend doesn't use milk.	3385262	Rafiki yangu hatumii maziwa.
3385245	My friend doesn't use sugar.	3385263	Rafiki yangu hatumii sukari.
3385247	My friend doesn't want sugar.	3385264	Rafiki yangu hapendi sukari.
3385255	The children use sugar.	3385257	Watoto wanatumia sukari.
3385266	There is not enough bread.	3385280	Mkate hautoshi.
3385268	There is not enough milk.	3385281	Maziwa hayatoshi.
3385269	There is not enough fruit.	3385283	Matunda hayatoshi.
3385270	There are not enough oranges.	3385286	Machungwa hayatoshi.
3385271	There are not enough mangoes.	3385287	Maembe hayatoshi.
3385271	There are not enough mangoes.	3385288	Embe hazitoshi.
3385272	There's not enough food.	3385298	Chakula hakitoshi.
3385273	There is not enough butter.	3385299	Siagi haitoshi.
3385274	There is not enough meat.	3385300	Nyama haitoshi.
3385275	There is not enough tea.	3385301	Chai haitoshi.
3385276	There is not enough coffee.	3385302	Kahawa haitoshi.
3385277	There is not enough gruel.	3385303	Uji hautoshi.
3385279	There are not enough bananas.	3385304	Ndizi hazitoshi.
3551543	I want to be an actress.	3653504	Ninataka kuwa mchezaji.
3579732	He is not a child.	3579733	Yeye si mtoto.
3649255	Give me fire.	3653630	Nipe moto.
3649318	He brought me coffee.	3653632	Alinileta kahawa.
3649391	It is Anita's house.	3653645	Ni nyumba ya Anita.
3649453	This is my third week.	3653625	Hii ni wiki yangu ya tatu.
3649580	She's boiling eggs in the kitchen.	3653626	Anachemka mayai jikoni.
1065146	I sleep naked.	3710554	Nalala uchi.
3663249	There are islands in the sea.	3716282	Kuna visiwa katika bahari.
1102797	The fish can swim.	3884840	Samaki anaweza kuogelea.
3932822	There are a lot of big cities in Brazil.	3932851	Kuna miji mingi mikubwa katika Brazil.
3804010	The Russian language is a Slavic language spoken natively in Russia, Belarus, Ukraine, Kazakhstan and Kyrgyzstan, and is widely used, although without official imprimatur, in Latvia, Estonia and many other countries that form the constituent republics of the former Soviet Union.	4054735	Lugha ya kirusi ni lugha ya kislavoni inayoongelewa kama lugha ya asili huko Urusi, Belarusi, Ukraine, Kazakhstan na Kyrgyzstan, na pia inatumika sana, ijapokuwa si kama lugha rasmi huko Latvia, Estonia na nchi nyingine nyingi zilizokuwa ni jamhuri katika Umoja wa Sovieti wa zamani.
777268	It's not that simple.	4068254	Si rahisi hivyo.
1399479	Burj Khalifa is currently the tallest skyscraper in the world.	4195447	Kwa sasa, Burj Khalifa ni jengo refu zaidi duniani.
2548709	I'm in the kitchen.	4218130	Nipo jikoni.
1098723	Where is Mary?	4218139	Mary yuko wapi?
2240332	Where is Tom?	4218140	Tom yuko wapi?
1886594	Where's Tom?	4218140	Tom yuko wapi?
3635484	Look at that photo.	4570293	Tizama hii picha.
712344	This is my cat.	4590274	Hii paka ni yangu.
868965	The boy is jumping.	868985	Mvulana anaruka.
868994	The horse is jumping.	869021	Farasi anaruka.
408293	What's your name?	4622550	Jina lako ni nani?
435080	Hello, what's your name?	4622551	Jambo, jina lako ni nani?
436555	I don't understand you.	4851574	Sikuelewi.
376611	I don't understand.	4851578	Sielewi.
7932256	I drink water.	4851579	Nanywa maji.
4851580	Where are the books?	4851581	Vitabu viko wapi?
37894	It doesn't matter.	4913621	Sawa.
2409791	No worries.	1324046	Hakuna matata.
5023761	All of these sentences need a full stop.	5026253	Sentensi hizi zote zinahitaji kikomo.
252916	I don't know you.	4850766	Sikujui.
3881827	I want bread.	3884842	Ninataka mkate.
3653989	Tláloc likes to travel.	3653508	Tlaloc anapenda kusafiri.
3653988	Tláloc likes travelling.	3653508	Tlaloc anapenda kusafiri.
3861611	Water is life.	5978221	Maji ni uhai.
5974979	Languages have hard words.	5974977	Lugha zina maneno magumu.
5974980	If he had had time, he would have gone.	5974982	Angalikuwa na nafasi angalikwenda.
5974983	I ate eggs yesterday.	5974985	Nilikula mayai jana.
5990483	My children live in New York.	5990957	Watoto wangu wanaishi katika New York.
5990927	For how long will you stay?	2391370	Utakaa muda ghani?
5990931	If I don't eat, I will die.	2391375	Nisipokula nitakufa.
6563609	We didn't see any children at all.	879875	Hatukuona watoto wo wote.
6563611	We didn't see a single game.	879873	Hatukuona michezo yo yote.
5485542	What's this thing used for?	700368	Kazi yake nini kitu hiki?
2742244	Hi!	4201653	Jambo!
2485268	Good question.	369343	Swali nzuri.
378292	I have a question.	369349	Nina swali.
729621	I felt ill.	944592	Nilijisikia vibaya.
761881	I felt bad.	944592	Nilijisikia vibaya.
293224	He is a good student.	3172869	Yeye ni mwanafunzi mzuri.
1108772	I don't know what to say...	1057984	Sijui niambie nini...
8499285	Elephants eat grass.	7706239	Tembo wanakula nyasi.
842801	If you don't understand, ask.	6927236	Usipoelewa, uliza.
8174697	If you do not understand, ask.	6927236	Usipoelewa, uliza.
2322	It's not important.	6927235	Si ya maana.
2322	It's not important.	6927233	Si muhimu.
1514238	It isn't important.	6927233	Si muhimu.
8500144	Languages have difficult words.	5974977	Lugha zina maneno magumu.
8624434	Stay home.	8626628	Kaa nyumbani.
8737632	Why!	8776533	Kwa nini!?
6577528	Alright, OK.	8776534	Sawa, sawa
361350	Happy New Year!	8858144	Heri ya mwaka mpya!
9002119	Millie doesn't drink water.	3172772	Millie hanywi maji.
611372	We want complete sentences.	9079871	Tunataka misemwa inayoenea.
9123265	I'm French and she's American.	8999001	Mimi ni Mfaransa na yeye ni Mamerika.
9014368	I am French and she is American.	8999001	Mimi ni Mfaransa na yeye ni Mamerika.
9125198	I'm French and he's American.	8999001	Mimi ni Mfaransa na yeye ni Mamerika.
9125199	I am French and he is American.	8999001	Mimi ni Mfaransa na yeye ni Mamerika.
2203797	Who's she?	9063895	Yeye ni nani?
315731	Who is she?	9063895	Yeye ni nani?
1723117	The tank is empty.	9501348	Tangi ni tupu.
1430140	The tank is full.	9501349	Tangi limejaa.
464588	What is my room number?	9501353	Chumba changu ni namba ngapi?
898390	There was nobody.	9501354	Hapakuwa na mtu.
69551	You must go home.	9501355	Lazima uende nyumbani.
3333906	Tom is a teacher.	9501356	Tom ni mwalimu.
2273026	Tom is at school.	9501360	Tom yuko shuleni.
2548957	Tom was at school.	9501362	Tom alikuwa shuleni.
3030776	There's no reason to be afraid.	9501367	Hakuna sababu ya kuogopa.
24426	What is the price?	9501379	Bei gani?
1891110	I'm ready.	9501387	Nimemaliza.
9501393	The car is out of order.	9501396	Gari limeharibika.
436231	How much must I pay?	9501415	Nilipe kiasi gani?
71662	When will we arrive?	9501417	Tutafika lini?
269559	Go straight ahead.	9501419	Nenda moja kwa moja.
